x,y
[-3.14159265],[0.01166333]
[-3.09956466],[0.00842203]
[-3.05753666],[0.00336693]
[-3.03652267],[0.01601842]
[-3.01550867],[0.00663997]
[-2.99449467],[0.01612731]
[-2.97348067],[0.00527853]
[-2.95246667],[0.00987183]
[-2.93145268],[0.00630689]
[-2.91043868],[0.00166012]
[-2.88942468],[0.0102528]
[-2.84739669],[0.00758677]
[-2.82638269],[0.0086158]
[-2.80536869],[0.00488804]
[-2.78435469],[0.01368187]
[-2.7633407],[0.00305957]
[-2.7423267],[0.00444985]
[-2.6792847],[0.00267949]
[-2.65827071],[0.00552855]
[-2.63725671],[0.00245523]
[-2.61624271],[0.00261145]
[-2.59522871],[0.01236704]
[-2.57421472],[0.00991988]
[-2.55320072],[0.01129361]
[-2.53218672],[0.00426649]
[-2.51117272],[0.01300047]
[-2.49015873],[0.01016989]
[-2.46914473],[0.00724975]
[-2.44813073],[0.01056718]
[-2.40610273],[0.00219137]
[-2.38508874],[0.00629353]
[-2.36407474],[0.00477883]
[-2.34306074],[0.00475547]
[-2.32204674],[0.00878254]
[-2.30103275],[0.00550806]
[-2.28001875],[0.01352127]
[-2.25900475],[0.00394019]
[-2.21697676],[0.01026932]
[-2.19596276],[0.01149925]
[-2.17494876],[0.00649573]
[-2.15393476],[0.01001567]
[-2.06987877],[0.00805988]
[-1.98582278],[0.01533821]
[-1.96480878],[0.00888044]
[-1.94379479],[0.01590467]
[-1.90176679],[0.0105189]
[-1.88075279],[0.00887387]
[-1.85973879],[0.01651955]
[-1.8387248],[0.01166876]
[-1.8177108],[0.01446362]
[-1.7966968],[0.02188016]
[-1.7756828],[0.01553139]
[-1.75466881],[0.01576318]
[-1.73365481],[0.0095764]
[-1.71264081],[0.00627191]
[-1.69162681],[0.00882521]
[-1.67061282],[0.01239608]
[-1.62858482],[0.01105876]
[-1.60757082],[0.01446283]
[-1.58655683],[0.01297419]
[-1.56554283],[0.02034409]
[-1.54452883],[0.00562269]
[-1.52351483],[0.01086649]
[-1.50250083],[0.02271865]
[-1.48148684],[0.01406534]
[-1.43945884],[0.01074884]
[-1.41844484],[0.00664816]
[-1.39743085],[0.02135362]
[-1.37641685],[0.01363111]
[-1.35540285],[0.00275706]
[-1.33438885],[0.01197914]
[-1.27134686],[0.01089084]
[-1.25033286],[0.01554022]
[-1.20830487],[0.00398672]
[-1.18729087],[0.01755087]
[-1.16627687],[0.01684248]
[-1.14526287],[0.01998316]
[-1.12424888],[0.02045444]
[-1.10323488],[0.01394388]
[-1.08222088],[0.01850206]
[-1.04019289],[0.02014017]
[-1.01917889],[0.02129696]
[-0.95613689],[0.02252755]
[-0.8930949],[0.02035487]
[-0.8720809],[0.02786431]
[-0.85106691],[0.02001549]
[-0.83005291],[0.03033849]
[-0.80903891],[0.02432346]
[-0.78802491],[0.01692819]
[-0.76701092],[0.02978114]
[-0.74599692],[0.03728537]
[-0.72498292],[0.02325299]
[-0.70396892],[0.02651446]
[-0.68295492],[0.02819078]
[-0.66194093],[0.02527006]
[-0.64092693],[0.0193414]
[-0.61991293],[0.02123216]
[-0.57788494],[0.03031911]
[-0.55687094],[0.02363533]
[-0.53585694],[0.03025138]
[-0.51484294],[0.03090357]
[-0.49382895],[0.0327033]
[-0.47281495],[0.03263524]
[-0.45180095],[0.03390822]
[-0.43078695],[0.0328862]
[-0.36774496],[0.03154456]
[-0.30470297],[0.03336951]
[-0.28368897],[0.03321038]
[-0.26267497],[0.03604375]
[-0.24166097],[0.03923979]
[-0.22064698],[0.03310248]
[-0.19963298],[0.03948123]
[-0.17861898],[0.03837688]
[-0.15760498],[0.02784366]
[-0.13659098],[0.04465647]
[-0.11557699],[0.04075212]
[-0.07354899],[0.04071747]
[-0.05253499],[0.05407687]
[-0.031521],[0.04872121]
[0.010507],[0.05064654]
[0.05253499],[0.04595366]
[0.07354899],[0.04652017]
[0.09456299],[0.04443761]
[0.11557699],[0.05660965]
[0.13659098],[0.05635817]
[0.15760498],[0.06113052]
[0.17861898],[0.05076582]
[0.19963298],[0.06227495]
[0.26267497],[0.05699627]
[0.28368897],[0.06428127]
[0.30470297],[0.05685566]
[0.32571696],[0.05948825]
[0.36774496],[0.0706686]
[0.38875896],[0.06420875]
[0.43078695],[0.07184247]
[0.45180095],[0.06868094]
[0.47281495],[0.07077171]
[0.49382895],[0.07105122]
[0.53585694],[0.07657125]
[0.55687094],[0.07226542]
[0.57788494],[0.0835428]
[0.59889893],[0.08706557]
[0.61991293],[0.08496791]
[0.64092693],[0.09361321]
[0.66194093],[0.08713816]
[0.68295492],[0.08905412]
[0.70396892],[0.09013722]
[0.72498292],[0.09889172]
[0.74599692],[0.09592877]
[0.76701092],[0.09141268]
[0.8930949],[0.11427143]
[0.9141089],[0.10651657]
[0.9351229],[0.12359747]
[0.95613689],[0.11621127]
[0.97715089],[0.11387375]
[0.99816489],[0.12281046]
[1.01917889],[0.1191956]
[1.04019289],[0.12676205]
[1.06120688],[0.12723318]
[1.10323488],[0.13065505]
[1.12424888],[0.13383697]
[1.14526287],[0.14528576]
[1.18729087],[0.15207236]
[1.20830487],[0.15647368]
[1.22931886],[0.15735263]
[1.25033286],[0.15690753]
[1.27134686],[0.16694534]
[1.29236086],[0.15522657]
[1.31337486],[0.16260173]
[1.33438885],[0.17332306]
[1.37641685],[0.18449879]
[1.39743085],[0.18147092]
[1.43945884],[0.18023071]
[1.46047284],[0.18703761]
[1.50250083],[0.20595894]
[1.52351483],[0.20760578]
[1.54452883],[0.2091554]
[1.56554283],[0.21297314]
[1.58655683],[0.21218668]
[1.60757082],[0.22613436]
[1.62858482],[0.230308]
[1.64959882],[0.22417798]
[1.67061282],[0.22926042]
[1.69162681],[0.24429217]
[1.71264081],[0.2434487]
[1.73365481],[0.25059925]
[1.75466881],[0.25147103]
[1.7756828],[0.25642999]
[1.8177108],[0.27115524]
[1.8387248],[0.26879824]
[1.85973879],[0.28170513]
[1.88075279],[0.29331328]
[1.90176679],[0.30137068]
[1.94379479],[0.30914917]
[1.98582278],[0.31409925]
[2.00683678],[0.32088825]
[2.02785078],[0.34034289]
[2.04886477],[0.34012587]
[2.06987877],[0.35226889]
[2.09089277],[0.3510233]
[2.11190677],[0.35788969]
[2.17494876],[0.38005759]
[2.19596276],[0.39584065]
