x,y
[-3.14159265],[0.01166333]
[-3.12057866],[0.]
[-3.09956466],[0.00842203]
[-3.07855066],[0.00783693]
[-3.05753666],[0.00336693]
[-3.01550867],[0.00663997]
[-2.97348067],[0.00527853]
[-2.93145268],[0.00630689]
[-2.91043868],[0.00166012]
[-2.88942468],[0.0102528]
[-2.86841068],[0.00472498]
[-2.84739669],[0.00758677]
[-2.82638269],[0.0086158]
[-2.80536869],[0.00488804]
[-2.7633407],[0.00305957]
[-2.7423267],[0.00444985]
[-2.7213127],[0.00569254]
[-2.7002987],[0.00333163]
[-2.6792847],[0.00267949]
[-2.65827071],[0.00552855]
[-2.59522871],[0.01236704]
[-2.57421472],[0.00991988]
[-2.55320072],[0.01129361]
[-2.53218672],[0.00426649]
[-2.51117272],[0.01300047]
[-2.49015873],[0.01016989]
[-2.46914473],[0.00724975]
[-2.42711673],[0.0054118]
[-2.40610273],[0.00219137]
[-2.38508874],[0.00629353]
[-2.36407474],[0.00477883]
[-2.34306074],[0.00475547]
[-2.32204674],[0.00878254]
[-2.30103275],[0.00550806]
[-2.28001875],[0.01352127]
[-2.23799075],[0.0041636]
[-2.21697676],[0.01026932]
[-2.15393476],[0.01001567]
[-2.13292076],[0.00869825]
[-2.11190677],[0.01138757]
[-2.09089277],[0.00806387]
[-2.06987877],[0.00805988]
[-2.04886477],[0.00221949]
[-2.02785078],[0.00758775]
[-2.00683678],[0.01184785]
[-1.98582278],[0.01533821]
[-1.96480878],[0.00888044]
[-1.92278079],[0.00181007]
[-1.90176679],[0.0105189]
[-1.85973879],[0.01651955]
[-1.8387248],[0.01166876]
[-1.7966968],[0.02188016]
[-1.7756828],[0.01553139]
[-1.75466881],[0.01576318]
[-1.73365481],[0.0095764]
[-1.71264081],[0.00627191]
[-1.69162681],[0.00882521]
[-1.67061282],[0.01239608]
[-1.64959882],[0.01443369]
[-1.62858482],[0.01105876]
[-1.58655683],[0.01297419]
[-1.48148684],[0.01406534]
[-1.46047284],[0.0117613]
[-1.43945884],[0.01074884]
[-1.41844484],[0.00664816]
[-1.39743085],[0.02135362]
[-1.37641685],[0.01363111]
[-1.35540285],[0.00275706]
[-1.33438885],[0.01197914]
[-1.31337486],[0.00845954]
[-1.29236086],[0.0183494]
[-1.27134686],[0.01089084]
[-1.22931886],[0.00598129]
[-1.16627687],[0.01684248]
[-1.14526287],[0.01998316]
[-1.12424888],[0.02045444]
[-1.08222088],[0.01850206]
[-1.06120688],[0.02688067]
[-1.04019289],[0.02014017]
[-1.01917889],[0.02129696]
[-0.99816489],[0.02131348]
[-0.97715089],[0.01684563]
[-0.9351229],[0.02249977]
[-0.9141089],[0.02646898]
[-0.8930949],[0.02035487]
[-0.8720809],[0.02786431]
[-0.83005291],[0.03033849]
[-0.78802491],[0.01692819]
[-0.74599692],[0.03728537]
[-0.72498292],[0.02325299]
[-0.70396892],[0.02651446]
[-0.68295492],[0.02819078]
[-0.66194093],[0.02527006]
[-0.61991293],[0.02123216]
[-0.59889893],[0.03001285]
[-0.57788494],[0.03031911]
[-0.55687094],[0.02363533]
[-0.53585694],[0.03025138]
[-0.51484294],[0.03090357]
[-0.49382895],[0.0327033]
[-0.47281495],[0.03263524]
[-0.45180095],[0.03390822]
[-0.43078695],[0.0328862]
[-0.40977295],[0.02637917]
[-0.38875896],[0.03581145]
[-0.36774496],[0.03154456]
[-0.34673096],[0.04345551]
[-0.32571696],[0.03733748]
[-0.30470297],[0.03336951]
[-0.28368897],[0.03321038]
[-0.26267497],[0.03604375]
[-0.24166097],[0.03923979]
[-0.22064698],[0.03310248]
[-0.19963298],[0.03948123]
[-0.17861898],[0.03837688]
[-0.15760498],[0.02784366]
[-0.13659098],[0.04465647]
[-0.09456299],[0.04655815]
[-0.07354899],[0.04071747]
[-0.05253499],[0.05407687]
[-0.010507],[0.04100792]
[0.010507],[0.05064654]
[0.031521],[0.04633357]
[0.07354899],[0.04652017]
[0.09456299],[0.04443761]
[0.11557699],[0.05660965]
[0.13659098],[0.05635817]
[0.17861898],[0.05076582]
[0.19963298],[0.06227495]
[0.22064698],[0.05682205]
[0.24166097],[0.06062429]
[0.26267497],[0.05699627]
[0.28368897],[0.06428127]
[0.34673096],[0.07098701]
[0.36774496],[0.0706686]
[0.38875896],[0.06420875]
[0.40977295],[0.06544817]
[0.43078695],[0.07184247]
[0.45180095],[0.06868094]
[0.47281495],[0.07077171]
[0.49382895],[0.07105122]
[0.51484294],[0.08205088]
[0.55687094],[0.07226542]
[0.57788494],[0.0835428]
[0.59889893],[0.08706557]
[0.61991293],[0.08496791]
[0.66194093],[0.08713816]
[0.70396892],[0.09013722]
[0.72498292],[0.09889172]
[0.74599692],[0.09592877]
[0.76701092],[0.09141268]
[0.78802491],[0.10359819]
[0.80903891],[0.10246366]
[0.83005291],[0.10165597]
[0.85106691],[0.09894195]
[0.8720809],[0.10761151]
[0.9141089],[0.10651657]
[0.9351229],[0.12359747]
[0.95613689],[0.11621127]
[0.99816489],[0.12281046]
[1.01917889],[0.1191956]
[1.04019289],[0.12676205]
