x,y
[-3.14159265],[0.01166333]
[-3.12057866],[0.]
[-3.09956466],[0.00842203]
[-3.07855066],[0.00783693]
[-3.05753666],[0.00336693]
[-3.03652267],[0.01601842]
[-2.99449467],[0.01612731]
[-2.97348067],[0.00527853]
[-2.95246667],[0.00987183]
[-2.91043868],[0.00166012]
[-2.88942468],[0.0102528]
[-2.86841068],[0.00472498]
[-2.84739669],[0.00758677]
[-2.78435469],[0.01368187]
[-2.7213127],[0.00569254]
[-2.7002987],[0.00333163]
[-2.65827071],[0.00552855]
[-2.63725671],[0.00245523]
[-2.61624271],[0.00261145]
[-2.59522871],[0.01236704]
[-2.57421472],[0.00991988]
[-2.55320072],[0.01129361]
[-2.53218672],[0.00426649]
[-2.46914473],[0.00724975]
[-2.44813073],[0.01056718]
[-2.42711673],[0.0054118]
[-2.40610273],[0.00219137]
[-2.38508874],[0.00629353]
[-2.34306074],[0.00475547]
[-2.32204674],[0.00878254]
[-2.30103275],[0.00550806]
[-2.28001875],[0.01352127]
[-2.25900475],[0.00394019]
[-2.23799075],[0.0041636]
[-2.21697676],[0.01026932]
[-2.19596276],[0.01149925]
[-2.17494876],[0.00649573]
[-2.15393476],[0.01001567]
[-2.13292076],[0.00869825]
[-2.11190677],[0.01138757]
[-2.09089277],[0.00806387]
[-2.06987877],[0.00805988]
[-2.04886477],[0.00221949]
[-2.02785078],[0.00758775]
[-2.00683678],[0.01184785]
[-1.98582278],[0.01533821]
[-1.94379479],[0.01590467]
[-1.92278079],[0.00181007]
[-1.88075279],[0.00887387]
[-1.85973879],[0.01651955]
[-1.8387248],[0.01166876]
[-1.8177108],[0.01446362]
[-1.7966968],[0.02188016]
[-1.7756828],[0.01553139]
[-1.67061282],[0.01239608]
[-1.64959882],[0.01443369]
[-1.60757082],[0.01446283]
[-1.58655683],[0.01297419]
[-1.56554283],[0.02034409]
[-1.54452883],[0.00562269]
[-1.52351483],[0.01086649]
[-1.50250083],[0.02271865]
[-1.46047284],[0.0117613]
[-1.43945884],[0.01074884]
[-1.39743085],[0.02135362]
[-1.35540285],[0.00275706]
[-1.31337486],[0.00845954]
[-1.29236086],[0.0183494]
[-1.27134686],[0.01089084]
[-1.25033286],[0.01554022]
[-1.22931886],[0.00598129]
[-1.20830487],[0.00398672]
[-1.18729087],[0.01755087]
[-1.16627687],[0.01684248]
[-1.14526287],[0.01998316]
[-1.10323488],[0.01394388]
[-1.08222088],[0.01850206]
[-1.06120688],[0.02688067]
[-1.04019289],[0.02014017]
[-0.99816489],[0.02131348]
[-0.97715089],[0.01684563]
[-0.95613689],[0.02252755]
[-0.9351229],[0.02249977]
[-0.9141089],[0.02646898]
[-0.8930949],[0.02035487]
[-0.85106691],[0.02001549]
[-0.83005291],[0.03033849]
[-0.80903891],[0.02432346]
[-0.78802491],[0.01692819]
[-0.76701092],[0.02978114]
[-0.72498292],[0.02325299]
[-0.68295492],[0.02819078]
[-0.64092693],[0.0193414]
[-0.61991293],[0.02123216]
[-0.59889893],[0.03001285]
[-0.57788494],[0.03031911]
[-0.55687094],[0.02363533]
[-0.51484294],[0.03090357]
[-0.47281495],[0.03263524]
[-0.45180095],[0.03390822]
[-0.40977295],[0.02637917]
[-0.38875896],[0.03581145]
[-0.34673096],[0.04345551]
[-0.32571696],[0.03733748]
[-0.30470297],[0.03336951]
[-0.28368897],[0.03321038]
[-0.26267497],[0.03604375]
[-0.24166097],[0.03923979]
[-0.22064698],[0.03310248]
[-0.17861898],[0.03837688]
[-0.15760498],[0.02784366]
[-0.13659098],[0.04465647]
[-0.11557699],[0.04075212]
[-0.09456299],[0.04655815]
[-0.031521],[0.04872121]
[-0.010507],[0.04100792]
[0.010507],[0.05064654]
[0.031521],[0.04633357]
[0.05253499],[0.04595366]
[0.07354899],[0.04652017]
[0.11557699],[0.05660965]
[0.13659098],[0.05635817]
[0.15760498],[0.06113052]
[0.17861898],[0.05076582]
[0.19963298],[0.06227495]
[0.22064698],[0.05682205]
[0.24166097],[0.06062429]
[0.26267497],[0.05699627]
[0.30470297],[0.05685566]
[0.32571696],[0.05948825]
[0.34673096],[0.07098701]
[0.36774496],[0.0706686]
[0.38875896],[0.06420875]
[0.40977295],[0.06544817]
[0.43078695],[0.07184247]
[0.45180095],[0.06868094]
[0.47281495],[0.07077171]
[0.51484294],[0.08205088]
[0.53585694],[0.07657125]
[0.55687094],[0.07226542]
[0.57788494],[0.0835428]
[0.59889893],[0.08706557]
[0.64092693],[0.09361321]
[0.68295492],[0.08905412]
[0.72498292],[0.09889172]
[0.78802491],[0.10359819]
[0.80903891],[0.10246366]
[0.83005291],[0.10165597]
[0.85106691],[0.09894195]
[0.8720809],[0.10761151]
[0.8930949],[0.11427143]
[0.95613689],[0.11621127]
[0.97715089],[0.11387375]
[1.01917889],[0.1191956]
[1.04019289],[0.12676205]
[1.06120688],[0.12723318]
[1.08222088],[0.13809607]
[1.10323488],[0.13065505]
[1.12424888],[0.13383697]
[1.14526287],[0.14528576]
[1.16627687],[0.14536366]
[1.20830487],[0.15647368]
