x,y
[-3.12057866],[0.00609637]
[-3.09956466],[0.0189108]
[-3.07855066],[0.03040589]
[-3.03652267],[0.04196531]
[-3.01550867],[0.0557357]
[-2.99449467],[0.06460789]
[-2.95246667],[0.08264215]
[-2.93145268],[0.0921672]
[-2.88942468],[0.1106627]
[-2.86841068],[0.11734364]
[-2.82638269],[0.13425721]
[-2.80536869],[0.14374046]
[-2.78435469],[0.15217312]
[-2.7633407],[0.15946679]
[-2.7423267],[0.16268359]
[-2.7213127],[0.17555632]
[-2.7002987],[0.17909022]
[-2.6792847],[0.18768416]
[-2.63725671],[0.20275603]
[-2.61624271],[0.20942276]
[-2.59522871],[0.21708002]
[-2.55320072],[0.22935636]
[-2.53218672],[0.23714699]
[-2.51117272],[0.24438839]
[-2.49015873],[0.24893575]
[-2.44813073],[0.26148968]
[-2.42711673],[0.26758282]
[-2.40610273],[0.2731948]
[-2.36407474],[0.2880804]
[-2.34306074],[0.29101346]
[-2.28001875],[0.30927069]
[-2.25900475],[0.3102602]
[-2.23799075],[0.31562522]
[-2.19596276],[0.32764708]
[-2.17494876],[0.3304949]
[-2.13292076],[0.34208652]
[-2.11190677],[0.34799729]
[-2.09089277],[0.35064657]
[-2.06987877],[0.35657289]
[-2.04886477],[0.35779663]
[-2.02785078],[0.36617978]
[-2.00683678],[0.36501074]
[-1.98582278],[0.37246039]
[-1.96480878],[0.37361559]
[-1.94379479],[0.37957251]
[-1.92278079],[0.38201699]
[-1.90176679],[0.38661512]
[-1.88075279],[0.39076928]
[-1.8177108],[0.40200654]
[-1.7756828],[0.40698102]
[-1.75466881],[0.41402081]
[-1.73365481],[0.4147573]
[-1.71264081],[0.41733522]
[-1.69162681],[0.42047372]
[-1.64959882],[0.42455182]
[-1.62858482],[0.42650065]
[-1.60757082],[0.43121713]
[-1.58655683],[0.43274127]
[-1.56554283],[0.43664186]
[-1.54452883],[0.43749178]
[-1.52351483],[0.44045668]
[-1.50250083],[0.44479158]
[-1.48148684],[0.44913234]
[-1.46047284],[0.44954415]
[-1.41844484],[0.45289551]
[-1.39743085],[0.45426501]
[-1.37641685],[0.45749047]
[-1.35540285],[0.45879763]
[-1.33438885],[0.45787273]
[-1.31337486],[0.46373175]
[-1.29236086],[0.46253122]
