x,y
[-3.14159265],[0.]
[-3.09956466],[0.0189108]
[-3.05753666],[0.0397656]
[-3.03652267],[0.04196531]
[-3.01550867],[0.0557357]
[-2.99449467],[0.06460789]
[-2.97348067],[0.07542523]
[-2.95246667],[0.08264215]
[-2.93145268],[0.0921672]
[-2.91043868],[0.10309215]
[-2.88942468],[0.1106627]
[-2.84739669],[0.12253442]
[-2.82638269],[0.13425721]
[-2.80536869],[0.14374046]
[-2.78435469],[0.15217312]
[-2.7633407],[0.15946679]
[-2.7423267],[0.16268359]
[-2.6792847],[0.18768416]
[-2.65827071],[0.19736909]
[-2.63725671],[0.20275603]
[-2.61624271],[0.20942276]
[-2.59522871],[0.21708002]
[-2.57421472],[0.22104516]
[-2.55320072],[0.22935636]
[-2.53218672],[0.23714699]
[-2.51117272],[0.24438839]
[-2.49015873],[0.24893575]
[-2.46914473],[0.25701214]
[-2.44813073],[0.26148968]
[-2.40610273],[0.2731948]
[-2.38508874],[0.28047969]
[-2.36407474],[0.2880804]
[-2.34306074],[0.29101346]
[-2.32204674],[0.29534556]
[-2.30103275],[0.30066827]
[-2.28001875],[0.30927069]
[-2.25900475],[0.3102602]
[-2.21697676],[0.32428007]
[-2.19596276],[0.32764708]
[-2.17494876],[0.3304949]
[-2.15393476],[0.33975104]
[-2.06987877],[0.35657289]
[-1.98582278],[0.37246039]
[-1.96480878],[0.37361559]
[-1.94379479],[0.37957251]
[-1.90176679],[0.38661512]
[-1.88075279],[0.39076928]
[-1.85973879],[0.39446261]
[-1.8387248],[0.39762827]
[-1.8177108],[0.40200654]
[-1.7966968],[0.40817762]
[-1.7756828],[0.40698102]
[-1.75466881],[0.41402081]
[-1.73365481],[0.4147573]
[-1.71264081],[0.41733522]
[-1.69162681],[0.42047372]
[-1.67061282],[0.42639575]
[-1.62858482],[0.42650065]
[-1.60757082],[0.43121713]
[-1.58655683],[0.43274127]
[-1.56554283],[0.43664186]
[-1.54452883],[0.43749178]
[-1.52351483],[0.44045668]
[-1.50250083],[0.44479158]
[-1.48148684],[0.44913234]
[-1.43945884],[0.44629472]
[-1.41844484],[0.45289551]
[-1.39743085],[0.45426501]
[-1.37641685],[0.45749047]
[-1.35540285],[0.45879763]
[-1.33438885],[0.45787273]
[-1.27134686],[0.46304267]
[-1.25033286],[0.46595549]
[-1.20830487],[0.46993348]
[-1.18729087],[0.47141048]
[-1.16627687],[0.47089244]
[-1.14526287],[0.47393293]
[-1.12424888],[0.474999]
[-1.10323488],[0.47859672]
[-1.08222088],[0.47662138]
[-1.04019289],[0.48290231]
[-1.01917889],[0.48296455]
[-0.95613689],[0.48374634]
[-0.8930949],[0.48841763]
[-0.8720809],[0.48670297]
[-0.85106691],[0.48783121]
[-0.83005291],[0.49193493]
[-0.80903891],[0.4880803]
[-0.78802491],[0.48985743]
[-0.76701092],[0.49074357]
[-0.74599692],[0.49016912]
[-0.72498292],[0.49281884]
[-0.70396892],[0.49325136]
[-0.68295492],[0.49104]
[-0.66194093],[0.4912843]
[-0.64092693],[0.49374492]
[-0.61991293],[0.49004403]
[-0.57788494],[0.49500511]
[-0.55687094],[0.49240792]
[-0.53585694],[0.49482006]
[-0.51484294],[0.49546433]
[-0.49382895],[0.49597797]
[-0.47281495],[0.4933764]
[-0.45180095],[0.49562415]
[-0.43078695],[0.49717119]
[-0.36774496],[0.49573079]
[-0.30470297],[0.4962574]
[-0.28368897],[0.50065061]
[-0.26267497],[0.49787647]
[-0.24166097],[0.49998411]
[-0.22064698],[0.50165813]
[-0.19963298],[0.49570268]
[-0.17861898],[0.49711023]
[-0.15760498],[0.5027479]
[-0.13659098],[0.49873928]
[-0.11557699],[0.4967684]
[-0.07354899],[0.49639276]
[-0.05253499],[0.49801599]
[-0.031521],[0.49877992]
[0.010507],[0.49692299]
[0.05253499],[0.49766571]
[0.07354899],[0.49912634]
[0.09456299],[0.49965203]
[0.11557699],[0.49944746]
[0.13659098],[0.4984515]
[0.15760498],[0.49900714]
[0.17861898],[0.49930788]
[0.19963298],[0.49683311]
[0.26267497],[0.49758708]
[0.28368897],[0.50086178]
[0.30470297],[0.49740908]
[0.32571696],[0.49654652]
[0.36774496],[0.49934387]
[0.38875896],[0.50047176]
[0.43078695],[0.49910178]
[0.45180095],[0.49919999]
[0.47281495],[0.49880538]
[0.49382895],[0.49926932]
[0.53585694],[0.4979645]
[0.55687094],[0.5032742]
[0.57788494],[0.50250592]
[0.59889893],[0.50052607]
[0.61991293],[0.50445147]
[0.64092693],[0.50309998]
[0.66194093],[0.50373074]
[0.68295492],[0.50618808]
[0.70396892],[0.5041554]
[0.72498292],[0.5035673]
[0.74599692],[0.50628491]
[0.76701092],[0.50608044]
[0.8930949],[0.50894264]
[0.9141089],[0.5143718]
[0.9351229],[0.50967763]
[0.95613689],[0.51014699]
[0.97715089],[0.51148006]
[0.99816489],[0.51617651]
[1.01917889],[0.51471494]
[1.04019289],[0.5204335]
[1.06120688],[0.51746272]
[1.10323488],[0.5214024]
[1.12424888],[0.51984444]
[1.14526287],[0.52018734]
[1.18729087],[0.52743847]
[1.20830487],[0.52721919]
[1.22931886],[0.52708948]
[1.25033286],[0.52937234]
[1.27134686],[0.52889976]
[1.29236086],[0.53331338]
[1.31337486],[0.53720212]
[1.33438885],[0.5360706]
[1.37641685],[0.53780754]
[1.39743085],[0.54062421]
[1.43945884],[0.54516208]
[1.46047284],[0.54522687]
[1.50250083],[0.55411673]
[1.52351483],[0.55585538]
[1.54452883],[0.55864707]
[1.56554283],[0.56239022]
[1.58655683],[0.56269042]
[1.60757082],[0.56485956]
[1.62858482],[0.56806512]
[1.64959882],[0.57058579]
[1.67061282],[0.57189716]
[1.69162681],[0.57429334]
[1.71264081],[0.57848387]
[1.73365481],[0.58047459]
[1.75466881],[0.58434412]
[1.7756828],[0.58578165]
[1.8177108],[0.59622879]
[1.8387248],[0.59548795]
[1.85973879],[0.60087332]
[1.88075279],[0.60550301]
[1.90176679],[0.60935966]
[1.94379479],[0.6196511]
[1.98582278],[0.62347412]
[2.00683678],[0.63121358]
[2.02785078],[0.62954061]
[2.04886477],[0.63326025]
[2.06987877],[0.63818261]
[2.09089277],[0.64445396]
[2.11190677],[0.65036804]
[2.17494876],[0.66510067]
[2.19596276],[0.6665124]
[2.21697676],[0.67594294]
[2.23799075],[0.67721206]
[2.28001875],[0.68930569]
[2.30103275],[0.69582823]
[2.32204674],[0.69986511]
[2.34306074],[0.70797065]
[2.36407474],[0.7122031]
[2.38508874],[0.71674207]
[2.40610273],[0.72104995]
[2.42711673],[0.72626297]
[2.44813073],[0.73436316]
[2.46914473],[0.74147887]
[2.49015873],[0.74795926]
[2.51117272],[0.75227649]
[2.55320072],[0.76313925]
[2.57421472],[0.77412814]
[2.61624271],[0.79056074]
[2.63725671],[0.79318499]
[2.6792847],[0.80726643]
[2.7002987],[0.81423883]
[2.7213127],[0.8219566]
[2.7423267],[0.83062688]
[2.7633407],[0.83769894]
[2.78435469],[0.84641149]
[2.80536869],[0.85447412]
[2.82638269],[0.86155259]
[2.84739669],[0.86854482]
[2.86841068],[0.87859465]
[2.91043868],[0.89291944]
[2.93145268],[0.9042669]
[2.95246667],[0.91145931]
[2.97348067],[0.92094602]
[2.99449467],[0.92882903]
[3.01550867],[0.94022268]
[3.05753666],[0.95934521]
[3.07855066],[0.96433342]
[3.09956466],[0.97992382]
