x,y
[-3.14159265],[0.]
[-3.12057866],[0.00609637]
[-3.09956466],[0.0189108]
[-3.07855066],[0.03040589]
[-3.05753666],[0.0397656]
[-3.01550867],[0.0557357]
[-2.97348067],[0.07542523]
[-2.93145268],[0.0921672]
[-2.91043868],[0.10309215]
[-2.88942468],[0.1106627]
[-2.86841068],[0.11734364]
[-2.84739669],[0.12253442]
[-2.82638269],[0.13425721]
[-2.80536869],[0.14374046]
[-2.7633407],[0.15946679]
[-2.7423267],[0.16268359]
[-2.7213127],[0.17555632]
[-2.7002987],[0.17909022]
[-2.6792847],[0.18768416]
[-2.65827071],[0.19736909]
[-2.59522871],[0.21708002]
[-2.57421472],[0.22104516]
[-2.55320072],[0.22935636]
[-2.53218672],[0.23714699]
[-2.51117272],[0.24438839]
[-2.49015873],[0.24893575]
[-2.46914473],[0.25701214]
[-2.42711673],[0.26758282]
[-2.40610273],[0.2731948]
[-2.38508874],[0.28047969]
[-2.36407474],[0.2880804]
[-2.34306074],[0.29101346]
[-2.32204674],[0.29534556]
[-2.30103275],[0.30066827]
[-2.28001875],[0.30927069]
[-2.23799075],[0.31562522]
[-2.21697676],[0.32428007]
[-2.15393476],[0.33975104]
[-2.13292076],[0.34208652]
[-2.11190677],[0.34799729]
[-2.09089277],[0.35064657]
[-2.06987877],[0.35657289]
[-2.04886477],[0.35779663]
[-2.02785078],[0.36617978]
[-2.00683678],[0.36501074]
[-1.98582278],[0.37246039]
[-1.96480878],[0.37361559]
[-1.92278079],[0.38201699]
[-1.90176679],[0.38661512]
[-1.85973879],[0.39446261]
[-1.8387248],[0.39762827]
[-1.7966968],[0.40817762]
[-1.7756828],[0.40698102]
[-1.75466881],[0.41402081]
[-1.73365481],[0.4147573]
[-1.71264081],[0.41733522]
[-1.69162681],[0.42047372]
[-1.67061282],[0.42639575]
[-1.64959882],[0.42455182]
[-1.62858482],[0.42650065]
[-1.58655683],[0.43274127]
[-1.48148684],[0.44913234]
[-1.46047284],[0.44954415]
[-1.43945884],[0.44629472]
[-1.41844484],[0.45289551]
[-1.39743085],[0.45426501]
[-1.37641685],[0.45749047]
