x,y
[-3.14159265],[0.50643863]
[-3.09956466],[0.46797574]
[-3.05753666],[0.52812257]
[-3.03652267],[0.49894616]
[-3.01550867],[0.45471849]
[-2.99449467],[0.46571222]
[-2.97348067],[0.46725107]
[-2.95246667],[0.41129181]
[-2.93145268],[0.43985773]
[-2.91043868],[0.38755868]
[-2.88942468],[0.40266784]
[-2.84739669],[0.3643342]
[-2.82638269],[0.26585475]
[-2.80536869],[0.33256256]
[-2.78435469],[0.36074788]
[-2.7633407],[0.20273344]
[-2.7423267],[0.33863593]
[-2.6792847],[0.35573549]
[-2.65827071],[0.3382339]
[-2.63725671],[0.32562408]
[-2.61624271],[0.34440366]
[-2.59522871],[0.25534651]
[-2.57421472],[0.31477251]
[-2.55320072],[0.35435946]
[-2.53218672],[0.22266929]
[-2.51117272],[0.21969134]
[-2.49015873],[0.22097671]
[-2.46914473],[0.27868622]
[-2.44813073],[0.28854736]
[-2.40610273],[0.17960378]
[-2.38508874],[0.27843759]
[-2.36407474],[0.21744139]
[-2.34306074],[0.24022372]
[-2.32204674],[0.23206994]
[-2.30103275],[0.17747666]
[-2.28001875],[0.1558208]
[-2.25900475],[0.1749798]
[-2.21697676],[0.13835152]
[-2.19596276],[0.24574855]
[-2.17494876],[0.12115075]
[-2.15393476],[0.16985999]
[-2.06987877],[0.09970828]
[-1.98582278],[0.07527604]
[-1.96480878],[0.20863413]
[-1.94379479],[0.13819194]
[-1.90176679],[0.07048434]
[-1.88075279],[0.07485837]
[-1.85973879],[0.09402681]
[-1.8387248],[0.12714796]
[-1.8177108],[0.07880741]
[-1.7966968],[0.12288994]
[-1.7756828],[0.12320255]
[-1.75466881],[0.08464192]
[-1.73365481],[0.06822697]
[-1.71264081],[0.11521824]
[-1.69162681],[0.05351595]
[-1.67061282],[0.1434873]
[-1.62858482],[0.06303289]
[-1.60757082],[0.06663193]
[-1.58655683],[0.10256433]
[-1.56554283],[0.08031142]
[-1.54452883],[0.07769523]
[-1.52351483],[0.0982927]
[-1.50250083],[0.08778247]
[-1.48148684],[0.15902978]
[-1.43945884],[0.14277675]
[-1.41844484],[0.10646545]
[-1.39743085],[0.14180543]
[-1.37641685],[0.13536606]
[-1.35540285],[0.1117096]
[-1.33438885],[0.04438185]
[-1.27134686],[0.]
[-1.25033286],[0.10881299]
[-1.20830487],[0.12965312]
[-1.18729087],[0.09681005]
[-1.16627687],[0.16070022]
[-1.14526287],[0.13381709]
[-1.12424888],[0.15433373]
[-1.10323488],[0.15876638]
[-1.08222088],[0.13510345]
[-1.04019289],[0.11448583]
[-1.01917889],[0.07212379]
[-0.95613689],[0.19469237]
[-0.8930949],[0.19119644]
[-0.8720809],[0.24271425]
[-0.85106691],[0.20793282]
[-0.83005291],[0.16782204]
[-0.80903891],[0.16800849]
[-0.78802491],[0.14431045]
[-0.76701092],[0.14772648]
[-0.74599692],[0.2908663]
[-0.72498292],[0.29806478]
[-0.70396892],[0.25761051]
[-0.68295492],[0.28670159]
[-0.66194093],[0.32088806]
[-0.64092693],[0.18618247]
[-0.61991293],[0.27507394]
[-0.57788494],[0.31778568]
[-0.55687094],[0.38217726]
[-0.53585694],[0.21612868]
[-0.51484294],[0.25429417]
[-0.49382895],[0.34241474]
[-0.47281495],[0.28595276]
[-0.45180095],[0.34391298]
[-0.43078695],[0.32019494]
[-0.36774496],[0.45500821]
[-0.30470297],[0.42164262]
[-0.28368897],[0.44453258]
[-0.26267497],[0.39181627]
[-0.24166097],[0.44753732]
[-0.22064698],[0.36932654]
[-0.19963298],[0.36184973]
[-0.17861898],[0.39606498]
[-0.15760498],[0.43977119]
[-0.13659098],[0.42437057]
[-0.11557699],[0.49365715]
[-0.07354899],[0.48590713]
[-0.05253499],[0.51052395]
[-0.031521],[0.52708612]
[0.010507],[0.57817275]
[0.05253499],[0.53236246]
[0.07354899],[0.54065718]
[0.09456299],[0.51885793]
[0.11557699],[0.64978312]
[0.13659098],[0.55776682]
[0.15760498],[0.51343659]
[0.17861898],[0.64569266]
[0.19963298],[0.6073774]
[0.26267497],[0.59708964]
[0.28368897],[0.57310021]
