x,y
[-3.12057866],[0.52150419]
[-3.09956466],[0.46797574]
[-3.07855066],[0.42815661]
[-3.03652267],[0.49894616]
[-3.01550867],[0.45471849]
[-2.99449467],[0.46571222]
[-2.95246667],[0.41129181]
[-2.93145268],[0.43985773]
[-2.88942468],[0.40266784]
[-2.86841068],[0.38809427]
[-2.82638269],[0.26585475]
[-2.80536869],[0.33256256]
[-2.78435469],[0.36074788]
[-2.7633407],[0.20273344]
[-2.7423267],[0.33863593]
[-2.7213127],[0.39903086]
[-2.7002987],[0.34375994]
[-2.6792847],[0.35573549]
[-2.63725671],[0.32562408]
[-2.61624271],[0.34440366]
[-2.59522871],[0.25534651]
[-2.55320072],[0.35435946]
[-2.53218672],[0.22266929]
[-2.51117272],[0.21969134]
[-2.49015873],[0.22097671]
[-2.44813073],[0.28854736]
[-2.42711673],[0.23055671]
[-2.40610273],[0.17960378]
[-2.36407474],[0.21744139]
[-2.34306074],[0.24022372]
[-2.28001875],[0.1558208]
[-2.25900475],[0.1749798]
[-2.23799075],[0.12100368]
[-2.19596276],[0.24574855]
[-2.17494876],[0.12115075]
[-2.13292076],[0.12173904]
[-2.11190677],[0.06750231]
[-2.09089277],[0.10281555]
[-2.06987877],[0.09970828]
[-2.04886477],[0.17982088]
[-2.02785078],[0.13175168]
[-2.00683678],[0.10068491]
[-1.98582278],[0.07527604]
[-1.96480878],[0.20863413]
[-1.94379479],[0.13819194]
[-1.92278079],[0.16472364]
[-1.90176679],[0.07048434]
[-1.88075279],[0.07485837]
[-1.8177108],[0.07880741]
[-1.7756828],[0.12320255]
[-1.75466881],[0.08464192]
[-1.73365481],[0.06822697]
[-1.71264081],[0.11521824]
[-1.69162681],[0.05351595]
[-1.64959882],[0.09913479]
[-1.62858482],[0.06303289]
[-1.60757082],[0.06663193]
[-1.58655683],[0.10256433]
[-1.56554283],[0.08031142]
[-1.54452883],[0.07769523]
[-1.52351483],[0.0982927]
[-1.50250083],[0.08778247]
[-1.48148684],[0.15902978]
[-1.46047284],[0.09459052]
[-1.41844484],[0.10646545]
[-1.39743085],[0.14180543]
[-1.37641685],[0.13536606]
[-1.35540285],[0.1117096]
[-1.33438885],[0.04438185]
[-1.31337486],[0.15077021]
[-1.29236086],[0.11403901]
[-1.27134686],[0.]
[-1.25033286],[0.10881299]
[-1.22931886],[0.15202508]
[-1.20830487],[0.12965312]
[-1.18729087],[0.09681005]
[-1.14526287],[0.13381709]
[-1.12424888],[0.15433373]
[-1.10323488],[0.15876638]
[-1.06120688],[0.14680202]
[-1.01917889],[0.07212379]
[-0.99816489],[0.17334949]
[-0.97715089],[0.15259453]
[-0.95613689],[0.19469237]
[-0.9351229],[0.20105379]
[-0.9141089],[0.27430892]
[-0.8930949],[0.19119644]
[-0.8720809],[0.24271425]
[-0.85106691],[0.20793282]
[-0.80903891],[0.16800849]
[-0.78802491],[0.14431045]
[-0.76701092],[0.14772648]
[-0.74599692],[0.2908663]
[-0.72498292],[0.29806478]
[-0.70396892],[0.25761051]
[-0.68295492],[0.28670159]
[-0.66194093],[0.32088806]
[-0.64092693],[0.18618247]
[-0.61991293],[0.27507394]
[-0.59889893],[0.28682565]
[-0.53585694],[0.21612868]
[-0.51484294],[0.25429417]
[-0.49382895],[0.34241474]
[-0.47281495],[0.28595276]
[-0.43078695],[0.32019494]
[-0.40977295],[0.37832916]
[-0.38875896],[0.37058396]
[-0.36774496],[0.45500821]
[-0.34673096],[0.31688457]
[-0.32571696],[0.43914808]
[-0.28368897],[0.44453258]
[-0.26267497],[0.39181627]
[-0.22064698],[0.36932654]
[-0.19963298],[0.36184973]
[-0.17861898],[0.39606498]
[-0.15760498],[0.43977119]
[-0.13659098],[0.42437057]
[-0.11557699],[0.49365715]
[-0.09456299],[0.48612356]
[-0.07354899],[0.48590713]
[-0.05253499],[0.51052395]
[-0.031521],[0.52708612]
[-0.010507],[0.52058533]
[0.031521],[0.5087526]
[0.05253499],[0.53236246]
[0.09456299],[0.51885793]
[0.11557699],[0.64978312]
[0.15760498],[0.51343659]
[0.17861898],[0.64569266]
[0.19963298],[0.6073774]
[0.22064698],[0.60068422]
[0.24166097],[0.57883838]
[0.28368897],[0.57310021]
[0.30470297],[0.62314361]
[0.32571696],[0.59049312]
[0.34673096],[0.66976161]
[0.36774496],[0.63708891]
[0.38875896],[0.73279931]
[0.40977295],[0.66682435]
[0.43078695],[0.6777655]
[0.47281495],[0.63885666]
[0.49382895],[0.59632871]
[0.51484294],[0.77238927]
[0.53585694],[0.76087529]
[0.55687094],[0.80087502]
[0.57788494],[0.68881582]
[0.59889893],[0.74064173]
[0.61991293],[0.79695244]
[0.64092693],[0.7564236]
[0.66194093],[0.79557419]
[0.68295492],[0.81259922]
[0.70396892],[0.7284988]
[0.72498292],[0.89438371]
[0.74599692],[0.72083231]
[0.76701092],[0.84640097]
[0.78802491],[0.75652351]
[0.80903891],[0.83378832]
[0.83005291],[0.78590606]
[0.85106691],[0.80151259]
[0.8720809],[0.85645386]
[0.8930949],[0.87979775]
[0.9141089],[0.80073276]
[0.9351229],[0.85329061]
[0.95613689],[0.89716046]
[0.97715089],[0.86588453]
