x,y
[-3.14159265],[0.94818879]
[-3.12057866],[0.95110349]
[-3.07855066],[0.94951008]
[-3.05753666],[0.96247197]
[-3.03652267],[0.96464173]
[-3.01550867],[0.97678094]
[-2.99449467],[0.93865816]
[-2.97348067],[0.93518491]
[-2.95246667],[0.93808382]
[-2.93145268],[0.90792341]
[-2.91043868],[0.89779151]
[-2.86841068],[0.86963864]
[-2.84739669],[0.88321412]
[-2.82638269],[0.84535351]
[-2.80536869],[0.89895451]
[-2.78435469],[0.8751302]
[-2.7633407],[0.82732998]
[-2.7423267],[0.81362162]
[-2.7213127],[0.82176432]
[-2.7002987],[0.86950957]
[-2.6792847],[0.8004635]
[-2.65827071],[0.7814174]
[-2.63725671],[0.83217425]
[-2.61624271],[0.81130561]
[-2.57421472],[0.83736687]
[-2.51117272],[0.79573992]
[-2.49015873],[0.79940113]
[-2.46914473],[0.78135735]
[-2.44813073],[0.76725058]
[-2.42711673],[0.77103572]
[-2.38508874],[0.72516441]
[-2.36407474],[0.72581943]
[-2.32204674],[0.70010471]
[-2.30103275],[0.73355639]
[-2.25900475],[0.75195517]
[-2.23799075],[0.67367531]
[-2.21697676],[0.65161633]
[-2.19596276],[0.6724506]
[-2.17494876],[0.66623741]
[-2.15393476],[0.66364037]
[-2.13292076],[0.654455]
[-2.11190677],[0.69886553]
[-2.09089277],[0.63782347]
[-2.04886477],[0.65398439]
[-2.02785078],[0.6439963]
[-2.00683678],[0.58792665]
[-1.96480878],[0.58611556]
[-1.94379479],[0.64100254]
[-1.92278079],[0.56889147]
[-1.90176679],[0.6133034]
[-1.88075279],[0.56085411]
[-1.85973879],[0.60965913]
[-1.8387248],[0.55967314]
[-1.8177108],[0.60951049]
[-1.7966968],[0.60244034]
[-1.75466881],[0.56196363]
[-1.73365481],[0.58256097]
[-1.71264081],[0.60274505]
[-1.69162681],[0.53483914]
[-1.67061282],[0.50502978]
[-1.64959882],[0.50883236]
[-1.62858482],[0.51272686]
[-1.60757082],[0.48387435]
[-1.56554283],[0.53799644]
[-1.54452883],[0.4745601]
[-1.52351483],[0.4797389]
[-1.50250083],[0.43852934]
[-1.48148684],[0.48387023]
[-1.46047284],[0.51331175]
[-1.43945884],[0.48638853]
[-1.41844484],[0.40807635]
[-1.37641685],[0.45362025]
[-1.33438885],[0.44127538]
[-1.31337486],[0.41179336]
[-1.29236086],[0.40043729]
[-1.25033286],[0.41632729]
[-1.22931886],[0.43238754]
[-1.20830487],[0.38273827]
[-1.18729087],[0.34577561]
[-1.16627687],[0.42531863]
[-1.12424888],[0.42316699]
[-1.10323488],[0.32804264]
[-1.08222088],[0.3810101]
[-1.06120688],[0.33357576]
[-1.04019289],[0.34503088]
[-1.01917889],[0.35038661]
[-0.99816489],[0.32457176]
[-0.97715089],[0.27835653]
[-0.95613689],[0.23199505]
[-0.9351229],[0.3569017]
[-0.9141089],[0.26020084]
[-0.8720809],[0.26264525]
[-0.85106691],[0.29705283]
[-0.83005291],[0.27120981]
[-0.80903891],[0.22688636]
[-0.76701092],[0.21576941]
[-0.74599692],[0.23504753]
[-0.70396892],[0.27131215]
[-0.66194093],[0.17705271]
[-0.64092693],[0.14893274]
[-0.59889893],[0.24253815]
[-0.57788494],[0.1632701]
[-0.55687094],[0.1746258]
[-0.53585694],[0.19797554]
[-0.49382895],[0.19286149]
[-0.45180095],[0.19160331]
[-0.43078695],[0.18923769]
[-0.40977295],[0.10954848]
[-0.38875896],[0.12221228]
[-0.36774496],[0.15569372]
[-0.34673096],[0.07090178]
[-0.32571696],[0.15436694]
[-0.30470297],[0.12060598]
[-0.24166097],[0.08355394]
[-0.19963298],[0.09299125]
[-0.11557699],[0.07671716]
[-0.09456299],[0.03987315]
[-0.07354899],[0.03080917]
[-0.05253499],[0.10315891]
[-0.031521],[0.00103172]
[-0.010507],[0.01977978]
[0.010507],[0.]
[0.031521],[0.06511541]
[0.05253499],[0.05261897]
[0.07354899],[0.02523954]
[0.09456299],[0.06061356]
[0.13659098],[0.07932611]
[0.15760498],[0.08820855]
[0.22064698],[0.07147838]
[0.24166097],[0.13055934]
[0.26267497],[0.09884698]
[0.28368897],[0.15887059]
[0.30470297],[0.13495055]
[0.32571696],[0.11251715]
[0.34673096],[0.10889534]
