x,y
[-3.12057866],[0.00921912]
[-3.09956466],[0.02057952]
[-3.07855066],[0.03497805]
[-3.03652267],[0.04770284]
[-3.01550867],[0.05881317]
[-2.99449467],[0.0687353]
[-2.95246667],[0.08356107]
[-2.93145268],[0.09553167]
[-2.88942468],[0.11156322]
[-2.86841068],[0.11661398]
[-2.82638269],[0.13686434]
[-2.80536869],[0.14530347]
[-2.78435469],[0.15194987]
[-2.7633407],[0.16108066]
[-2.7423267],[0.16353133]
[-2.7213127],[0.17894808]
[-2.7002987],[0.18112823]
[-2.6792847],[0.18981941]
[-2.63725671],[0.20368427]
[-2.61624271],[0.21253171]
[-2.59522871],[0.22181497]
[-2.55320072],[0.23469886]
[-2.53218672],[0.23964028]
[-2.51117272],[0.24424]
[-2.49015873],[0.25416254]
[-2.44813073],[0.26405111]
[-2.42711673],[0.26949606]
[-2.40610273],[0.27686341]
[-2.36407474],[0.28754998]
[-2.34306074],[0.29455107]
[-2.28001875],[0.30841455]
[-2.25900475],[0.31509082]
[-2.23799075],[0.32036506]
[-2.19596276],[0.32970058]
[-2.17494876],[0.33304494]
[-2.13292076],[0.34358108]
[-2.11190677],[0.34927046]
[-2.09089277],[0.35083417]
[-2.06987877],[0.35700568]
[-2.04886477],[0.36260214]
[-2.02785078],[0.37091675]
[-2.00683678],[0.37357393]
[-1.98582278],[0.37414887]
[-1.96480878],[0.37934479]
[-1.94379479],[0.38487231]
[-1.92278079],[0.38763677]
[-1.90176679],[0.39317267]
[-1.88075279],[0.39499458]
[-1.8177108],[0.4023716]
[-1.7756828],[0.41112778]
[-1.75466881],[0.41248323]
[-1.73365481],[0.41412843]
[-1.71264081],[0.41911349]
[-1.69162681],[0.42319776]
[-1.64959882],[0.42821123]
[-1.62858482],[0.43249284]
[-1.60757082],[0.43319234]
[-1.58655683],[0.43905998]
[-1.56554283],[0.43875467]
[-1.54452883],[0.43929166]
[-1.52351483],[0.44603246]
[-1.50250083],[0.44712486]
[-1.48148684],[0.44682427]
[-1.46047284],[0.45076387]
[-1.41844484],[0.45182959]
[-1.39743085],[0.45582616]
