x,y
[-3.14159265],[0.]
[-3.12057866],[0.00921912]
[-3.07855066],[0.03497805]
[-3.05753666],[0.03767991]
[-3.03652267],[0.04770284]
[-3.01550867],[0.05881317]
[-2.99449467],[0.0687353]
[-2.97348067],[0.07597657]
[-2.95246667],[0.08356107]
[-2.93145268],[0.09553167]
[-2.91043868],[0.10254791]
[-2.86841068],[0.11661398]
[-2.84739669],[0.13201312]
[-2.82638269],[0.13686434]
[-2.80536869],[0.14530347]
[-2.78435469],[0.15194987]
[-2.7633407],[0.16108066]
[-2.7423267],[0.16353133]
[-2.7213127],[0.17894808]
[-2.7002987],[0.18112823]
[-2.6792847],[0.18981941]
[-2.65827071],[0.19707035]
[-2.63725671],[0.20368427]
[-2.61624271],[0.21253171]
[-2.57421472],[0.22612658]
[-2.51117272],[0.24424]
[-2.49015873],[0.25416254]
[-2.46914473],[0.25600924]
[-2.44813073],[0.26405111]
[-2.42711673],[0.26949606]
[-2.38508874],[0.28187844]
[-2.36407474],[0.28754998]
[-2.32204674],[0.29967681]
[-2.30103275],[0.30444014]
[-2.25900475],[0.31509082]
[-2.23799075],[0.32036506]
[-2.21697676],[0.32498606]
[-2.19596276],[0.32970058]
[-2.17494876],[0.33304494]
[-2.15393476],[0.34180044]
[-2.13292076],[0.34358108]
[-2.11190677],[0.34927046]
[-2.09089277],[0.35083417]
[-2.04886477],[0.36260214]
[-2.02785078],[0.37091675]
[-2.00683678],[0.37357393]
[-1.96480878],[0.37934479]
[-1.94379479],[0.38487231]
[-1.92278079],[0.38763677]
[-1.90176679],[0.39317267]
[-1.88075279],[0.39499458]
[-1.85973879],[0.39655678]
[-1.8387248],[0.39808939]
[-1.8177108],[0.4023716]
[-1.7966968],[0.406089]
[-1.75466881],[0.41248323]
[-1.73365481],[0.41412843]
[-1.71264081],[0.41911349]
[-1.69162681],[0.42319776]
[-1.67061282],[0.42504254]
[-1.64959882],[0.42821123]
[-1.62858482],[0.43249284]
[-1.60757082],[0.43319234]
[-1.56554283],[0.43875467]
[-1.54452883],[0.43929166]
[-1.52351483],[0.44603246]
[-1.50250083],[0.44712486]
[-1.48148684],[0.44682427]
[-1.46047284],[0.45076387]
[-1.43945884],[0.45032371]
[-1.41844484],[0.45182959]
[-1.37641685],[0.45801446]
[-1.33438885],[0.45938064]
[-1.31337486],[0.46494465]
[-1.29236086],[0.46546313]
[-1.25033286],[0.47301993]
[-1.22931886],[0.46932663]
[-1.20830487],[0.47253313]
[-1.18729087],[0.47348561]
[-1.16627687],[0.47693509]
[-1.12424888],[0.47732176]
[-1.10323488],[0.48081935]
[-1.08222088],[0.47785997]
[-1.06120688],[0.48012243]
[-1.04019289],[0.48574928]
[-1.01917889],[0.48098688]
[-0.99816489],[0.48488364]
[-0.97715089],[0.48515212]
[-0.95613689],[0.48719255]
[-0.9351229],[0.4879353]
[-0.9141089],[0.49022651]
[-0.8720809],[0.48958243]
[-0.85106691],[0.4885548]
[-0.83005291],[0.49052774]
[-0.80903891],[0.49461881]
[-0.76701092],[0.49283567]
[-0.74599692],[0.49656801]
[-0.70396892],[0.4934622]
[-0.66194093],[0.49463116]
[-0.64092693],[0.49364027]
[-0.59889893],[0.49600477]
[-0.57788494],[0.49596685]
[-0.55687094],[0.49728116]
[-0.53585694],[0.49724233]
[-0.49382895],[0.49900332]
[-0.45180095],[0.50113352]
[-0.43078695],[0.50024571]
[-0.40977295],[0.49818338]
[-0.38875896],[0.50016156]
[-0.36774496],[0.50066984]
[-0.34673096],[0.4998737]
[-0.32571696],[0.49968055]
[-0.30470297],[0.5038995]
[-0.24166097],[0.50312933]
[-0.19963298],[0.50237809]
[-0.11557699],[0.50060705]
[-0.09456299],[0.50048274]
[-0.07354899],[0.50013896]
[-0.05253499],[0.50077105]
[-0.031521],[0.50056811]
[-0.010507],[0.50128246]
[0.010507],[0.50020037]
[0.031521],[0.50245962]
[0.05253499],[0.5027699]
[0.07354899],[0.49809774]
[0.09456299],[0.49779705]
[0.13659098],[0.50098136]
[0.15760498],[0.49977776]
[0.22064698],[0.50062023]
[0.24166097],[0.49845922]
[0.26267497],[0.49869038]
[0.28368897],[0.50060905]
[0.30470297],[0.50258103]
[0.32571696],[0.50284425]
[0.34673096],[0.50168632]
[0.40977295],[0.50178029]
[0.45180095],[0.50277135]
[0.49382895],[0.50392384]
[0.51484294],[0.49983107]
[0.53585694],[0.50197742]
[0.61991293],[0.50646535]
[0.64092693],[0.50598689]
[0.66194093],[0.50599828]
[0.68295492],[0.50673484]
[0.70396892],[0.50543528]
[0.74599692],[0.51081104]
[0.76701092],[0.50820328]
[0.78802491],[0.5099719]
[0.80903891],[0.51032595]
[0.83005291],[0.51143211]
[0.85106691],[0.50884135]
[0.8720809],[0.51024834]
[0.8930949],[0.51079097]
[0.9141089],[0.51530898]
[0.9351229],[0.51487257]
[0.97715089],[0.51953613]
[0.99816489],[0.51649174]
[1.04019289],[0.52173342]
[1.06120688],[0.51980873]
[1.08222088],[0.52105738]
[1.10323488],[0.52132852]
[1.12424888],[0.52216222]
[1.14526287],[0.52646322]
[1.16627687],[0.52689341]
[1.18729087],[0.52781962]
[1.20830487],[0.52889256]
[1.25033286],[0.53123958]
[1.29236086],[0.53587748]
[1.31337486],[0.53929825]
[1.35540285],[0.54002069]
[1.37641685],[0.54389717]
[1.39743085],[0.54804148]
[1.41844484],[0.54951976]
[1.43945884],[0.55000736]
[1.46047284],[0.55107821]
[1.48148684],[0.55621175]
[1.50250083],[0.55676899]
[1.56554283],[0.56668582]
[1.58655683],[0.56315662]
[1.60757082],[0.56829174]
[1.62858482],[0.57152686]
[1.64959882],[0.56832159]
[1.67061282],[0.57667623]
[1.69162681],[0.57932938]
[1.71264081],[0.58313997]
[1.73365481],[0.58789925]
[1.75466881],[0.58569744]
[1.7756828],[0.5910463]
[1.7966968],[0.59458384]
[1.8177108],[0.59884202]
[1.8387248],[0.60154638]
[1.85973879],[0.60373604]
[1.88075279],[0.60926099]
[1.90176679],[0.60967447]
[1.92278079],[0.61489571]
[1.94379479],[0.61749473]
[1.96480878],[0.6247328]
[2.00683678],[0.6276261]
[2.06987877],[0.64389736]
[2.09089277],[0.64761724]
[2.11190677],[0.65325024]
[2.13292076],[0.65623158]
[2.15393476],[0.66101236]
[2.21697676],[0.67855502]
[2.23799075],[0.68152967]
[2.25900475],[0.68752441]
[2.28001875],[0.69175382]
[2.30103275],[0.69720716]
[2.34306074],[0.70961045]
[2.36407474],[0.71502548]
[2.38508874],[0.72040857]
[2.40610273],[0.72341099]
[2.42711673],[0.73083093]
[2.44813073],[0.74000951]
[2.46914473],[0.74342741]
[2.49015873],[0.75362287]
[2.53218672],[0.75929831]
[2.57421472],[0.77376306]
[2.59522871],[0.77961049]
[2.61624271],[0.78872366]
[2.63725671],[0.79375325]
[2.65827071],[0.80332082]
[2.7002987],[0.81981676]
[2.7213127],[0.82731646]
[2.7633407],[0.84230221]
[2.78435469],[0.84841486]
[2.84739669],[0.87539459]
[2.86841068],[0.88022532]
[2.88942468],[0.89078678]
[2.91043868],[0.89932184]
[2.93145268],[0.90629854]
[2.95246667],[0.91713166]
[2.97348067],[0.92412262]
[2.99449467],[0.93328682]
[3.03652267],[0.95328645]
[3.05753666],[0.96338329]
[3.07855066],[0.97219989]
[3.09956466],[0.97749228]
[3.12057866],[0.99267132]
[3.14159265],[1.]
