x,y
[-3.14159265],[0.22912912]
[-3.12057866],[0.16241412]
[-3.09956466],[0.09188589]
[-3.07855066],[0.19481994]
[-3.05753666],[0.17832095]
[-3.01550867],[0.12504291]
[-2.97348067],[0.28608056]
[-2.93145268],[0.30288159]
[-2.91043868],[0.04948209]
[-2.88942468],[0.20699461]
[-2.86841068],[0.19154735]
[-2.84739669],[0.17335098]
[-2.82638269],[0.15416079]
[-2.80536869],[0.22877046]
[-2.7633407],[0.21420434]
[-2.7423267],[0.27126109]
[-2.7213127],[0.21181831]
[-2.7002987],[0.]
[-2.6792847],[0.21520508]
[-2.65827071],[0.26354394]
[-2.59522871],[0.25520854]
[-2.57421472],[0.08972614]
[-2.55320072],[0.25945011]
[-2.53218672],[0.28048953]
[-2.51117272],[0.26488764]
[-2.49015873],[0.23780271]
[-2.46914473],[0.31985164]
[-2.42711673],[0.43257183]
[-2.40610273],[0.28447177]
[-2.38508874],[0.38052638]
[-2.36407474],[0.14227982]
[-2.34306074],[0.35656281]
[-2.32204674],[0.33919646]
[-2.30103275],[0.27338667]
[-2.28001875],[0.35243619]
[-2.23799075],[0.30597846]
[-2.21697676],[0.26886545]
[-2.15393476],[0.14243945]
[-2.13292076],[0.29727362]
[-2.11190677],[0.40723313]
[-2.09089277],[0.2656957]
[-2.06987877],[0.28385566]
[-2.04886477],[0.27291287]
[-2.02785078],[0.28428371]
[-2.00683678],[0.46412857]
[-1.98582278],[0.37412489]
[-1.96480878],[0.23215171]
[-1.92278079],[0.37697697]
[-1.90176679],[0.36409891]
[-1.85973879],[0.3029381]
[-1.8387248],[0.26868267]
[-1.7966968],[0.42520273]
[-1.7756828],[0.26679411]
[-1.75466881],[0.43884417]
[-1.73365481],[0.35324041]
[-1.71264081],[0.45421179]
[-1.69162681],[0.27626941]
[-1.67061282],[0.42845939]
[-1.64959882],[0.29013114]
[-1.62858482],[0.35401884]
[-1.58655683],[0.30447369]
[-1.48148684],[0.3851983]
[-1.46047284],[0.42496737]
[-1.43945884],[0.49632439]
[-1.41844484],[0.51107246]
[-1.39743085],[0.40113186]
[-1.37641685],[0.44903126]
[-1.35540285],[0.49191139]
[-1.33438885],[0.34777336]
[-1.31337486],[0.44161992]
[-1.29236086],[0.2730766]
[-1.27134686],[0.58919295]
[-1.22931886],[0.40332462]
[-1.16627687],[0.4072321]
[-1.14526287],[0.4733991]
[-1.12424888],[0.48977119]
[-1.08222088],[0.43532296]
[-1.06120688],[0.5045192]
[-1.04019289],[0.63338875]
[-1.01917889],[0.42125477]
[-0.99816489],[0.65995133]
[-0.97715089],[0.40984779]
[-0.9351229],[0.57031858]
[-0.9141089],[0.46003834]
[-0.8930949],[0.49125363]
[-0.8720809],[0.5248404]
[-0.83005291],[0.36934998]
[-0.78802491],[0.39393906]
[-0.74599692],[0.38385827]
[-0.72498292],[0.58642181]
[-0.70396892],[0.52798461]
[-0.68295492],[0.4833435]
[-0.66194093],[0.66954031]
[-0.61991293],[0.55718212]
[-0.59889893],[0.66127052]
[-0.57788494],[0.5119597]
[-0.55687094],[0.67833904]
[-0.53585694],[0.64291133]
[-0.51484294],[0.50000141]
[-0.49382895],[0.54840076]
[-0.47281495],[0.59225767]
[-0.45180095],[0.66614193]
[-0.43078695],[0.62263397]
[-0.40977295],[0.58463701]
[-0.38875896],[0.5367546]
[-0.36774496],[0.55862434]
[-0.34673096],[0.40165481]
[-0.32571696],[0.65870257]
[-0.30470297],[0.54490961]
[-0.28368897],[0.51103713]
[-0.26267497],[0.53131623]
[-0.24166097],[0.58028436]
[-0.22064698],[0.63493757]
[-0.19963298],[0.5647876]
[-0.17861898],[0.4754897]
[-0.15760498],[0.44378786]
[-0.13659098],[0.52408368]
[-0.09456299],[0.721867]
[-0.07354899],[0.49950565]
[-0.05253499],[0.76068099]
[-0.010507],[0.71818376]
[0.010507],[0.65258938]
[0.031521],[0.6560572]
[0.07354899],[0.6045728]
[0.09456299],[0.5999693]
[0.11557699],[0.60412333]
[0.13659098],[0.56142413]
[0.17861898],[0.74630869]
[0.19963298],[0.67520927]
[0.22064698],[0.64733896]
[0.24166097],[0.70350052]
[0.26267497],[0.55014309]
[0.28368897],[0.56419763]
[0.34673096],[0.58815211]
[0.36774496],[0.65956047]
[0.38875896],[0.69066653]
[0.40977295],[0.58264889]
[0.43078695],[0.7076737]
[0.45180095],[0.72863247]
[0.47281495],[0.69750821]
[0.49382895],[0.59963329]
[0.51484294],[0.58018584]
[0.55687094],[0.61219096]
[0.57788494],[0.66847618]
[0.59889893],[0.68913061]
[0.61991293],[0.66238516]
[0.66194093],[0.61628602]
[0.70396892],[0.72814027]
[0.72498292],[0.72446145]
[0.74599692],[0.59127893]
[0.76701092],[0.59843125]
[0.78802491],[0.69500277]
[0.80903891],[0.83084046]
[0.83005291],[0.65363707]
[0.85106691],[0.72926674]
[0.8720809],[0.73719593]
[0.9141089],[0.70607669]
[0.9351229],[0.79295001]
[0.95613689],[0.65102443]
[0.99816489],[0.82972282]
[1.01917889],[0.8090273]
[1.04019289],[0.67550328]
[1.06120688],[0.6271277]
[1.08222088],[0.75584186]
[1.10323488],[0.76519903]
[1.14526287],[0.73255815]
[1.16627687],[0.71050704]
[1.18729087],[0.71505172]
[1.20830487],[0.7150133]
[1.22931886],[0.66708306]
[1.25033286],[0.77394517]
[1.27134686],[0.77031301]
[1.31337486],[0.74893805]
[1.33438885],[0.74220515]
[1.35540285],[0.82484371]
[1.39743085],[0.67373058]
[1.41844484],[0.74603472]
[1.46047284],[0.74932131]
[1.48148684],[0.75535487]
[1.52351483],[0.84974825]
[1.54452883],[0.62650169]
[1.56554283],[0.79861412]
[1.58655683],[0.78082801]
[1.62858482],[0.76679268]
[1.64959882],[0.72984272]
[1.69162681],[0.72418003]
[1.73365481],[0.7834567]
[1.7966968],[0.71678147]
[1.8177108],[0.79313553]
[1.90176679],[0.91938401]
[1.92278079],[0.71145636]
[1.94379479],[0.78556649]
[1.96480878],[0.7502094]
[1.98582278],[0.69068288]
[2.00683678],[0.70419791]
[2.02785078],[0.74753961]
[2.04886477],[0.83028906]
[2.06987877],[0.76613287]
[2.13292076],[0.8518509]
[2.15393476],[0.74729411]
[2.17494876],[0.79428553]
[2.19596276],[1.]
[2.21697676],[0.72954801]
[2.23799075],[0.90457544]
[2.25900475],[0.81774069]
[2.28001875],[0.79029862]
[2.30103275],[0.88818386]
[2.32204674],[0.76923795]
[2.34306074],[0.78571071]
[2.36407474],[0.73872029]
[2.38508874],[0.80421962]
[2.40610273],[0.80749667]
[2.42711673],[0.9224135]
[2.46914473],[0.77625896]
[2.49015873],[0.85740949]
[2.51117272],[0.7856755]
[2.53218672],[0.8410956]
[2.55320072],[0.85161352]
[2.57421472],[0.8759372]
[2.59522871],[0.98663192]
[2.61624271],[0.99213146]
[2.63725671],[0.93584495]
[2.65827071],[0.862881]
[2.6792847],[0.86174073]
[2.7213127],[0.84663766]
[2.7423267],[0.76897615]
[2.78435469],[0.96317664]
[2.80536869],[0.93631226]
[2.82638269],[0.81334693]
[2.84739669],[0.92651127]
[2.88942468],[0.95605622]
[2.91043868],[0.96880064]
[2.95246667],[0.78830645]
[2.97348067],[0.86522691]
[2.99449467],[0.81839864]
[3.01550867],[0.85996296]
[3.03652267],[0.88943661]
[3.07855066],[0.93564213]
[3.12057866],[0.88815451]
[3.14159265],[0.85694293]
