x,y
[-3.14159265],[0.22912912]
[-3.09956466],[0.09188589]
[-3.05753666],[0.17832095]
[-3.03652267],[0.194573]
[-3.01550867],[0.12504291]
[-2.99449467],[0.10666401]
[-2.97348067],[0.28608056]
[-2.95246667],[0.21888562]
[-2.93145268],[0.30288159]
[-2.91043868],[0.04948209]
[-2.88942468],[0.20699461]
[-2.84739669],[0.17335098]
[-2.82638269],[0.15416079]
[-2.80536869],[0.22877046]
[-2.78435469],[0.15141165]
[-2.7633407],[0.21420434]
[-2.7423267],[0.27126109]
[-2.6792847],[0.21520508]
[-2.65827071],[0.26354394]
[-2.63725671],[0.21316469]
[-2.61624271],[0.31505928]
[-2.59522871],[0.25520854]
[-2.57421472],[0.08972614]
[-2.55320072],[0.25945011]
[-2.53218672],[0.28048953]
[-2.51117272],[0.26488764]
[-2.49015873],[0.23780271]
[-2.46914473],[0.31985164]
[-2.44813073],[0.26955681]
[-2.40610273],[0.28447177]
[-2.38508874],[0.38052638]
[-2.36407474],[0.14227982]
[-2.34306074],[0.35656281]
[-2.32204674],[0.33919646]
[-2.30103275],[0.27338667]
[-2.28001875],[0.35243619]
[-2.25900475],[0.25509848]
[-2.21697676],[0.26886545]
[-2.19596276],[0.3750439]
[-2.17494876],[0.22379331]
[-2.15393476],[0.14243945]
[-2.06987877],[0.28385566]
[-1.98582278],[0.37412489]
[-1.96480878],[0.23215171]
[-1.94379479],[0.21102862]
[-1.90176679],[0.36409891]
[-1.88075279],[0.36201377]
[-1.85973879],[0.3029381]
[-1.8387248],[0.26868267]
[-1.8177108],[0.28588632]
[-1.7966968],[0.42520273]
[-1.7756828],[0.26679411]
[-1.75466881],[0.43884417]
[-1.73365481],[0.35324041]
[-1.71264081],[0.45421179]
[-1.69162681],[0.27626941]
[-1.67061282],[0.42845939]
[-1.62858482],[0.35401884]
[-1.60757082],[0.47803]
[-1.58655683],[0.30447369]
[-1.56554283],[0.42621147]
[-1.54452883],[0.43889201]
[-1.52351483],[0.52725277]
[-1.50250083],[0.48050055]
[-1.48148684],[0.3851983]
[-1.43945884],[0.49632439]
[-1.41844484],[0.51107246]
[-1.39743085],[0.40113186]
[-1.37641685],[0.44903126]
[-1.35540285],[0.49191139]
[-1.33438885],[0.34777336]
[-1.27134686],[0.58919295]
[-1.25033286],[0.43396093]
[-1.20830487],[0.60479617]
[-1.18729087],[0.37554556]
[-1.16627687],[0.4072321]
[-1.14526287],[0.4733991]
[-1.12424888],[0.48977119]
[-1.10323488],[0.4664806]
[-1.08222088],[0.43532296]
[-1.04019289],[0.63338875]
[-1.01917889],[0.42125477]
[-0.95613689],[0.47519669]
