x,y
[-3.12057866],[0.12687531]
[-3.09956466],[0.03644974]
[-3.07855066],[0.23575302]
[-3.03652267],[0.12650353]
[-3.01550867],[0.14084826]
[-2.99449467],[0.06057915]
[-2.95246667],[0.11950444]
[-2.93145268],[0.]
[-2.88942468],[0.10098457]
[-2.86841068],[0.17634392]
[-2.82638269],[0.23753493]
[-2.80536869],[0.07925899]
[-2.78435469],[0.27854615]
[-2.7633407],[0.17695195]
[-2.7423267],[0.211019]
[-2.7213127],[0.20470128]
[-2.7002987],[0.26886324]
[-2.6792847],[0.22150554]
[-2.63725671],[0.21009797]
[-2.61624271],[0.09337556]
[-2.59522871],[0.24194227]
[-2.55320072],[0.13701345]
[-2.53218672],[0.26143163]
[-2.51117272],[0.2572121]
[-2.49015873],[0.09107497]
[-2.44813073],[0.13230965]
[-2.42711673],[0.19652398]
[-2.40610273],[0.22766838]
[-2.36407474],[0.30334924]
[-2.34306074],[0.26317534]
[-2.28001875],[0.35030558]
[-2.25900475],[0.33938239]
[-2.23799075],[0.23556525]
[-2.19596276],[0.24200369]
[-2.17494876],[0.30574528]
[-2.13292076],[0.32697908]
[-2.11190677],[0.28042978]
[-2.09089277],[0.27646218]
[-2.06987877],[0.37367805]
[-2.04886477],[0.23960739]
[-2.02785078],[0.26990758]
[-2.00683678],[0.34352235]
[-1.98582278],[0.33522206]
[-1.96480878],[0.28970236]
[-1.94379479],[0.27646317]
[-1.92278079],[0.25705406]
[-1.90176679],[0.29781383]
[-1.88075279],[0.31483957]
[-1.8177108],[0.39297054]
[-1.7756828],[0.39986489]
[-1.75466881],[0.33459146]
[-1.73365481],[0.3434235]
[-1.71264081],[0.35824838]
[-1.69162681],[0.2821774]
[-1.64959882],[0.30681761]
[-1.62858482],[0.41837292]
[-1.60757082],[0.47960458]
[-1.58655683],[0.36534565]
[-1.56554283],[0.27841415]
[-1.54452883],[0.2516876]
[-1.52351483],[0.35131071]
[-1.50250083],[0.40827283]
[-1.48148684],[0.33439049]
[-1.46047284],[0.27228253]
[-1.41844484],[0.37122769]
[-1.39743085],[0.3711131]
[-1.37641685],[0.4462814]
[-1.35540285],[0.43728321]
[-1.33438885],[0.42580705]
