x,y
[-3.14159265],[0.94519168]
[-3.12057866],[0.96030071]
[-3.09956466],[0.98701667]
[-3.07855066],[0.96901724]
[-3.05753666],[1.]
[-3.01550867],[0.91209056]
[-2.97348067],[0.96340078]
[-2.93145268],[0.91591848]
[-2.91043868],[0.87845503]
[-2.88942468],[0.91964619]
[-2.86841068],[0.89929601]
[-2.84739669],[0.87878296]
[-2.82638269],[0.85190102]
[-2.80536869],[0.87925831]
[-2.7633407],[0.88051436]
[-2.7423267],[0.87564535]
[-2.7213127],[0.85687428]
[-2.7002987],[0.8386422]
[-2.6792847],[0.89239756]
[-2.65827071],[0.82249758]
[-2.59522871],[0.83452575]
[-2.57421472],[0.78705937]
[-2.55320072],[0.80949679]
[-2.53218672],[0.7685477]
[-2.51117272],[0.79999792]
[-2.49015873],[0.77810667]
[-2.46914473],[0.82356116]
[-2.42711673],[0.77290224]
[-2.40610273],[0.79346221]
[-2.38508874],[0.80188634]
[-2.36407474],[0.72556731]
[-2.34306074],[0.6799736]
[-2.32204674],[0.70387571]
[-2.30103275],[0.74518694]
[-2.28001875],[0.68869964]
[-2.23799075],[0.74276219]
[-2.21697676],[0.70107039]
[-2.15393476],[0.75374986]
[-2.13292076],[0.66969928]
[-2.11190677],[0.71008774]
[-2.09089277],[0.72103585]
[-2.06987877],[0.70612997]
[-2.04886477],[0.66531739]
[-2.02785078],[0.66263087]
[-2.00683678],[0.66441224]
[-1.98582278],[0.65256005]
[-1.96480878],[0.70820345]
[-1.92278079],[0.60357492]
[-1.90176679],[0.63547899]
[-1.85973879],[0.60424883]
[-1.8387248],[0.57255052]
[-1.7966968],[0.58716797]
[-1.7756828],[0.54310137]
[-1.75466881],[0.57082811]
[-1.73365481],[0.59683843]
[-1.71264081],[0.53168914]
[-1.69162681],[0.53107835]
[-1.67061282],[0.52291787]
[-1.64959882],[0.50940426]
[-1.62858482],[0.53343073]
[-1.58655683],[0.50577512]
[-1.48148684],[0.50053861]
[-1.46047284],[0.49231275]
[-1.43945884],[0.50021219]
[-1.41844484],[0.51596876]
[-1.39743085],[0.47494327]
[-1.37641685],[0.45321754]
[-1.35540285],[0.45824394]
[-1.33438885],[0.49229736]
[-1.31337486],[0.50033254]
[-1.29236086],[0.39906052]
[-1.27134686],[0.46229601]
[-1.22931886],[0.43155375]
[-1.16627687],[0.38001022]
[-1.14526287],[0.41977509]
[-1.12424888],[0.40716397]
[-1.08222088],[0.30564446]
[-1.06120688],[0.32584812]
[-1.04019289],[0.40397143]
[-1.01917889],[0.32446442]
[-0.99816489],[0.32257897]
[-0.97715089],[0.34884811]
[-0.9351229],[0.3318287]
[-0.9141089],[0.29921578]
[-0.8930949],[0.34148066]
[-0.8720809],[0.30155567]
[-0.83005291],[0.30945726]
[-0.78802491],[0.31093975]
[-0.74599692],[0.29469488]
[-0.72498292],[0.2761155]
[-0.70396892],[0.27878705]
[-0.68295492],[0.34273641]
[-0.66194093],[0.27693073]
[-0.61991293],[0.25675343]
[-0.59889893],[0.24012414]
[-0.57788494],[0.19106235]
[-0.55687094],[0.22467365]
[-0.53585694],[0.19279198]
[-0.51484294],[0.19841246]
[-0.49382895],[0.17423513]
[-0.47281495],[0.19095588]
[-0.45180095],[0.18193071]
