x,y
[-3.14159265],[0.96091653]
[-3.12057866],[1.]
[-3.09956466],[0.96344481]
[-3.07855066],[0.97099196]
[-3.05753666],[0.97573699]
[-3.03652267],[0.93976636]
[-2.99449467],[0.87332634]
[-2.97348067],[0.91956911]
[-2.95246667],[0.92069692]
[-2.91043868],[0.86950123]
[-2.88942468],[0.86147901]
[-2.86841068],[0.84970979]
[-2.84739669],[0.8956093]
[-2.78435469],[0.82389958]
[-2.7213127],[0.81304624]
[-2.7002987],[0.84456731]
[-2.65827071],[0.78640262]
[-2.63725671],[0.77609866]
[-2.61624271],[0.81166276]
[-2.59522871],[0.84933244]
[-2.57421472],[0.80397962]
[-2.55320072],[0.76705059]
[-2.53218672],[0.80346217]
[-2.46914473],[0.72005817]
[-2.44813073],[0.77284401]
[-2.42711673],[0.77432482]
[-2.40610273],[0.71733591]
[-2.38508874],[0.71168647]
[-2.34306074],[0.75674293]
[-2.32204674],[0.69456079]
[-2.30103275],[0.71491528]
[-2.28001875],[0.7010778]
[-2.25900475],[0.75187298]
[-2.23799075],[0.64582415]
[-2.21697676],[0.641906]
[-2.19596276],[0.66617185]
[-2.17494876],[0.67024037]
[-2.15393476],[0.66974668]
[-2.13292076],[0.70879795]
[-2.11190677],[0.6574939]
[-2.09089277],[0.62775869]
[-2.06987877],[0.60949757]
[-2.04886477],[0.67045926]
[-2.02785078],[0.62982816]
[-2.00683678],[0.60330171]
[-1.98582278],[0.60213886]
[-1.94379479],[0.61600748]
[-1.92278079],[0.6244081]
[-1.88075279],[0.59355599]
[-1.85973879],[0.6242597]
[-1.8387248],[0.55829519]
[-1.8177108],[0.55989383]
[-1.7966968],[0.60050283]
[-1.7756828],[0.63530132]
[-1.67061282],[0.53936997]
[-1.64959882],[0.56209847]
[-1.60757082],[0.5191805]
[-1.58655683],[0.51001504]
[-1.56554283],[0.49434136]
[-1.54452883],[0.45043999]
[-1.52351483],[0.46352671]
[-1.50250083],[0.47797086]
[-1.46047284],[0.46807871]
[-1.43945884],[0.45419926]
[-1.39743085],[0.4007839]
[-1.35540285],[0.40974777]
[-1.31337486],[0.40400461]
[-1.29236086],[0.4169693]
[-1.27134686],[0.36184928]
[-1.25033286],[0.46935208]
[-1.22931886],[0.3599463]
[-1.20830487],[0.38090083]
[-1.18729087],[0.43061326]
[-1.16627687],[0.3851444]
[-1.14526287],[0.37230844]
[-1.10323488],[0.33529178]
[-1.08222088],[0.30701228]
[-1.06120688],[0.37928979]
[-1.04019289],[0.3540656]
[-0.99816489],[0.38079298]
[-0.97715089],[0.31209084]
[-0.95613689],[0.33574962]
[-0.9351229],[0.29675434]
[-0.9141089],[0.32689799]
[-0.8930949],[0.30981568]
[-0.85106691],[0.30822505]
[-0.83005291],[0.26322542]
[-0.80903891],[0.32004456]
[-0.78802491],[0.25035021]
[-0.76701092],[0.2763106]
[-0.72498292],[0.27225291]
[-0.68295492],[0.30524178]
[-0.64092693],[0.21828623]
[-0.61991293],[0.21005887]
[-0.59889893],[0.22572731]
[-0.57788494],[0.26349425]
[-0.55687094],[0.21066139]
[-0.51484294],[0.22746638]
[-0.47281495],[0.12906559]
[-0.45180095],[0.1422829]
[-0.40977295],[0.13276893]
[-0.38875896],[0.15157278]
[-0.34673096],[0.15829548]
[-0.32571696],[0.12466443]
[-0.30470297],[0.14478033]
[-0.28368897],[0.16783849]
[-0.26267497],[0.0814185]
[-0.24166097],[0.14782919]
[-0.22064698],[0.08622464]
[-0.17861898],[0.08035064]
[-0.15760498],[0.08766108]
[-0.13659098],[0.11108599]
[-0.11557699],[0.04563161]
[-0.09456299],[0.15549406]
[-0.031521],[0.01503812]
[-0.010507],[0.]
[0.010507],[0.06222366]
[0.031521],[0.06178164]
[0.05253499],[0.06835903]
[0.07354899],[0.01729393]
[0.11557699],[0.05941851]
[0.13659098],[0.10520037]
[0.15760498],[0.10325052]
[0.17861898],[0.12087348]
[0.19963298],[0.08582198]
[0.22064698],[0.09492901]
[0.24166097],[0.11423889]
[0.26267497],[0.10671201]
[0.30470297],[0.13349934]
[0.32571696],[0.18153885]
[0.34673096],[0.14548639]
[0.36774496],[0.11035899]
[0.38875896],[0.15096224]
[0.40977295],[0.14268537]
[0.43078695],[0.14732183]
[0.45180095],[0.19969851]
[0.47281495],[0.15440094]
[0.51484294],[0.18774197]
[0.53585694],[0.20393279]
[0.55687094],[0.21932538]
