x,y
[-3.14159265],[0.00957677]
[-3.12057866],[0.00729933]
[-3.09956466],[0.00855415]
[-3.07855066],[0.00931726]
[-3.05753666],[0.00799667]
[-3.03652267],[0.01256945]
[-2.99449467],[0.01515584]
[-2.97348067],[0.01124522]
[-2.95246667],[0.00979552]
[-2.91043868],[0.01227105]
[-2.88942468],[0.00978027]
[-2.86841068],[0.00795179]
[-2.84739669],[0.00496436]
[-2.78435469],[0.00636733]
[-2.7213127],[0.00884323]
[-2.7002987],[0.00493468]
[-2.65827071],[0.01202883]
[-2.63725671],[0.00592927]
[-2.61624271],[0.00877399]
[-2.59522871],[0.01828852]
[-2.57421472],[0.01818118]
[-2.55320072],[0.01609039]
[-2.53218672],[0.01070355]
[-2.46914473],[0.01475146]
[-2.44813073],[0.0122308]
[-2.42711673],[0.0070776]
[-2.40610273],[0.0070486]
[-2.38508874],[0.01305734]
[-2.34306074],[0.0085797]
[-2.32204674],[0.01095894]
[-2.30103275],[0.00745343]
[-2.28001875],[0.02005766]
[-2.25900475],[0.01252332]
[-2.23799075],[0.0145855]
[-2.21697676],[0.01385194]
[-2.19596276],[0.01232204]
[-2.17494876],[0.00726365]
[-2.15393476],[0.0109964]
[-2.13292076],[0.0211556]
[-2.11190677],[0.0140453]
[-2.09089277],[0.01763235]
[-2.06987877],[0.01434327]
[-2.04886477],[0.01200354]
[-2.02785078],[0.02478525]
[-2.00683678],[0.00986601]
[-1.98582278],[0.01261418]
[-1.94379479],[0.01671788]
[-1.92278079],[0.01717985]
[-1.88075279],[0.01559904]
[-1.85973879],[0.01192778]
[-1.8387248],[0.01226435]
[-1.8177108],[0.00896169]
[-1.7966968],[0.01024092]
[-1.7756828],[0.01183128]
[-1.67061282],[0.02054834]
[-1.64959882],[0.01204579]
[-1.60757082],[0.01901056]
[-1.58655683],[0.01672126]
[-1.56554283],[0.01902677]
[-1.54452883],[0.02543911]
[-1.52351483],[0.0202544]
[-1.50250083],[0.01391328]
[-1.46047284],[0.02109712]
[-1.43945884],[0.0151412]
[-1.39743085],[0.01087979]
[-1.35540285],[0.01981725]
[-1.31337486],[0.02158123]
[-1.29236086],[0.03871869]
[-1.27134686],[0.01502816]
[-1.25033286],[0.01721939]
[-1.22931886],[0.01677538]
[-1.20830487],[0.02493864]
[-1.18729087],[0.01901183]
[-1.16627687],[0.02235323]
[-1.14526287],[0.02362812]
[-1.10323488],[0.01891952]
[-1.08222088],[0.02572187]
[-1.06120688],[0.01820738]
[-1.04019289],[0.01853568]
[-0.99816489],[0.02029129]
[-0.97715089],[0.02152032]
[-0.95613689],[0.01602758]
[-0.9351229],[0.01794287]
[-0.9141089],[0.0270741]
[-0.8930949],[0.02002491]
[-0.85106691],[0.02258611]
[-0.83005291],[0.03004974]
[-0.80903891],[0.00942912]
[-0.78802491],[0.02652488]
[-0.76701092],[0.02515964]
[-0.72498292],[0.0261118]
[-0.68295492],[0.03245089]
[-0.64092693],[0.0325169]
[-0.61991293],[0.03272467]
[-0.59889893],[0.0278423]
[-0.57788494],[0.03039973]
[-0.55687094],[0.03554904]
[-0.51484294],[0.02940532]
[-0.47281495],[0.03751722]
[-0.45180095],[0.02589996]
[-0.40977295],[0.0277252]
[-0.38875896],[0.03678382]
[-0.34673096],[0.04000651]
[-0.32571696],[0.03927414]
[-0.30470297],[0.03869867]
[-0.28368897],[0.03612703]
[-0.26267497],[0.03459911]
[-0.24166097],[0.04392439]
[-0.22064698],[0.03604037]
[-0.17861898],[0.04052542]
[-0.15760498],[0.04823298]
[-0.13659098],[0.0565635]
[-0.11557699],[0.0381715]
[-0.09456299],[0.04397392]
[-0.031521],[0.04648698]
[-0.010507],[0.05842059]
[0.010507],[0.049963]
[0.031521],[0.04122345]
[0.05253499],[0.05090223]
[0.07354899],[0.05588732]
[0.11557699],[0.05769678]
[0.13659098],[0.04978999]
[0.15760498],[0.05747084]
[0.17861898],[0.05491416]
[0.19963298],[0.05585857]
[0.22064698],[0.05755753]
[0.24166097],[0.06582418]
[0.26267497],[0.05781875]
[0.30470297],[0.06699678]
[0.32571696],[0.07031477]
[0.34673096],[0.06467415]
[0.36774496],[0.06747525]
[0.38875896],[0.07187064]
[0.40977295],[0.07317809]
[0.43078695],[0.07197918]
[0.45180095],[0.07855022]
[0.47281495],[0.06979727]
[0.51484294],[0.07861719]
[0.53585694],[0.07722597]
[0.55687094],[0.08573292]
[0.57788494],[0.08103366]
[0.59889893],[0.09194072]
[0.64092693],[0.09199079]
[0.68295492],[0.09324205]
