x,y
[-3.14159265],[0.00957677]
[-3.12057866],[0.00729933]
[-3.07855066],[0.00931726]
[-3.05753666],[0.00799667]
[-3.03652267],[0.01256945]
[-3.01550867],[0.01447405]
[-2.99449467],[0.01515584]
[-2.97348067],[0.01124522]
[-2.95246667],[0.00979552]
[-2.93145268],[0.01199541]
[-2.91043868],[0.01227105]
[-2.86841068],[0.00795179]
[-2.84739669],[0.00496436]
[-2.82638269],[0.01491517]
[-2.80536869],[0.]
[-2.78435469],[0.00636733]
[-2.7633407],[0.0093603]
[-2.7423267],[0.0130103]
[-2.7213127],[0.00884323]
[-2.7002987],[0.00493468]
[-2.6792847],[0.0049663]
[-2.65827071],[0.01202883]
[-2.63725671],[0.00592927]
[-2.61624271],[0.00877399]
[-2.57421472],[0.01818118]
[-2.51117272],[0.00247696]
[-2.49015873],[0.0129378]
[-2.46914473],[0.01475146]
[-2.44813073],[0.0122308]
[-2.42711673],[0.0070776]
[-2.38508874],[0.01305734]
[-2.36407474],[0.019164]
[-2.32204674],[0.01095894]
[-2.30103275],[0.00745343]
[-2.25900475],[0.01252332]
[-2.23799075],[0.0145855]
[-2.21697676],[0.01385194]
[-2.19596276],[0.01232204]
[-2.17494876],[0.00726365]
[-2.15393476],[0.0109964]
[-2.13292076],[0.0211556]
[-2.11190677],[0.0140453]
[-2.09089277],[0.01763235]
[-2.04886477],[0.01200354]
[-2.02785078],[0.02478525]
[-2.00683678],[0.00986601]
[-1.96480878],[0.01457121]
[-1.94379479],[0.01671788]
[-1.92278079],[0.01717985]
[-1.90176679],[0.01731377]
[-1.88075279],[0.01559904]
[-1.85973879],[0.01192778]
[-1.8387248],[0.01226435]
[-1.8177108],[0.00896169]
[-1.7966968],[0.01024092]
[-1.75466881],[0.01551311]
[-1.73365481],[0.01769222]
[-1.71264081],[0.0151716]
[-1.69162681],[0.01781377]
[-1.67061282],[0.02054834]
[-1.64959882],[0.01204579]
[-1.62858482],[0.01861182]
[-1.60757082],[0.01901056]
[-1.56554283],[0.01902677]
[-1.54452883],[0.02543911]
[-1.52351483],[0.0202544]
[-1.50250083],[0.01391328]
[-1.48148684],[0.0194077]
[-1.46047284],[0.02109712]
[-1.43945884],[0.0151412]
[-1.41844484],[0.01532668]
[-1.37641685],[0.01169676]
[-1.33438885],[0.01660614]
[-1.31337486],[0.02158123]
[-1.29236086],[0.03871869]
[-1.25033286],[0.01721939]
[-1.22931886],[0.01677538]
[-1.20830487],[0.02493864]
[-1.18729087],[0.01901183]
[-1.16627687],[0.02235323]
[-1.12424888],[0.02196431]
[-1.10323488],[0.01891952]
[-1.08222088],[0.02572187]
[-1.06120688],[0.01820738]
[-1.04019289],[0.01853568]
[-1.01917889],[0.03221618]
[-0.99816489],[0.02029129]
[-0.97715089],[0.02152032]
[-0.95613689],[0.01602758]
[-0.9351229],[0.01794287]
[-0.9141089],[0.0270741]
[-0.8720809],[0.03114325]
[-0.85106691],[0.02258611]
[-0.83005291],[0.03004974]
[-0.80903891],[0.00942912]
[-0.76701092],[0.02515964]
[-0.74599692],[0.02291566]
[-0.70396892],[0.02946635]
[-0.66194093],[0.03169076]
[-0.64092693],[0.0325169]
[-0.59889893],[0.0278423]
[-0.57788494],[0.03039973]
[-0.55687094],[0.03554904]
[-0.53585694],[0.02991491]
[-0.49382895],[0.03359699]
[-0.45180095],[0.02589996]
[-0.43078695],[0.03350046]
[-0.40977295],[0.0277252]
[-0.38875896],[0.03678382]
[-0.36774496],[0.0328832]
[-0.34673096],[0.04000651]
[-0.32571696],[0.03927414]
[-0.30470297],[0.03869867]
[-0.24166097],[0.04392439]
[-0.19963298],[0.03616504]
[-0.11557699],[0.0381715]
[-0.09456299],[0.04397392]
[-0.07354899],[0.05245786]
[-0.05253499],[0.04662535]
[-0.031521],[0.04648698]
[-0.010507],[0.05842059]
[0.010507],[0.049963]
[0.031521],[0.04122345]
[0.05253499],[0.05090223]
[0.07354899],[0.05588732]
[0.09456299],[0.05555769]
[0.13659098],[0.04978999]
[0.15760498],[0.05747084]
[0.22064698],[0.05755753]
[0.24166097],[0.06582418]
[0.26267497],[0.05781875]
[0.28368897],[0.05742693]
[0.30470297],[0.06699678]
[0.32571696],[0.07031477]
[0.34673096],[0.06467415]
[0.40977295],[0.07317809]
[0.45180095],[0.07855022]
[0.49382895],[0.07541692]
[0.51484294],[0.07861719]
[0.53585694],[0.07722597]
[0.61991293],[0.08581877]
[0.64092693],[0.09199079]
[0.66194093],[0.09464764]
[0.68295492],[0.09324205]
